1 0.77441
2 1.5741
3 2.3332
4 3.0956
5 3.8701
10 7.7089
15 11.297
20 14.782
25 18.083
30 21.337
35 24.511
40 27.477
45 30.296
50 32.97
55 35.566
60 38.148
65 40.503
70 42.61
75 44.651
80 46.382
85 48.322
90 51.004
95 53.937
100 57.254
