1 67.302
2 73.968
3 77.46
4 80.952
5 82.54
10 85.714
15 87.619
20 88.254
25 89.524
30 89.841
35 90.159
40 90.476
45 90.476
50 91.429
55 92.063
60 92.063
65 92.698
70 93.016
75 93.333
80 93.333
85 93.333
90 93.333
95 93.651
100 93.651
