1 5.9012
2 11.836
3 17.698
4 23.557
5 28.965
10 41.257
15 46.473
20 49.636
25 54.8
30 83.126
35 93.694
40 98.829
45 102.14
50 109.6
55 136.16
60 146.21
65 151.24
70 154.65
75 164.31
80 188.76
85 198.65
90 203.78
95 207.2
100 218.96
