1 72.063
2 76.508
3 79.048
4 81.27
5 82.54
10 86.349
15 88.254
20 89.841
25 90.159
30 90.476
35 92.063
40 92.381
45 92.698
50 92.698
55 93.016
60 93.016
65 93.016
70 93.333
75 93.333
80 93.333
85 93.968
90 93.968
95 93.968
100 93.968
