1 68.571
2 73.333
3 76.508
4 78.095
5 79.683
10 82.857
15 85.397
20 86.349
25 87.619
30 88.254
35 89.524
40 90.476
45 90.476
50 90.794
55 90.794
60 91.429
65 91.746
70 91.746
75 92.063
80 92.381
85 92.698
90 93.016
95 93.333
100 93.651
